attack,victim,session,session_id,checkpoint,decision_id,action,risk,confidence,top_channel,constraints,transfer_status,round_trip_ms,handler_ms,read_ms,score_ms,write_ms,publish_ms,workflow_ms
poisoning,s005,3,sim-0718ce6f53d4901e2035766e9622c421,payee,1c0def087d294b0ba97b702f8642acdc,allow,8.43,0.5865,behaviour,,,144.7,37.1,4.3,0.1,20.0,12.4,
poisoning,s005,3,sim-0718ce6f53d4901e2035766e9622c421,amount,5c3386703cb14e8f97edd8e38562af7e,allow,14.88,0.8798,behaviour,,,119.0,24.7,4.4,0.1,10.1,9.9,
poisoning,s005,3,sim-0718ce6f53d4901e2035766e9622c421,confirmation,4f8ac45b1c224a07a70234cb135425d2,monitor,34.41,0.9135,behaviour,,processing,168.8,53.5,4.5,0.2,10.3,11.2,27.1
poisoning,s005,4,sim-b00e448d838cf9edf31992e590a732a2,login,d09f8b845de547709768f182f9294d14,allow,5.72,0.4375,behaviour,,,164.8,28.9,4.0,0.1,14.7,9.9,
poisoning,s005,4,sim-b00e448d838cf9edf31992e590a732a2,payee,e97e93f40e614aaf97520825b4a439ab,allow,19.85,0.5865,behaviour,,,131.4,26.4,4.3,0.1,9.3,12.5,
poisoning,s005,4,sim-b00e448d838cf9edf31992e590a732a2,amount,8978dc082c4b49d4bcc638969858906b,allow,19.2,0.8798,behaviour,,,155.4,36.3,14.0,0.2,11.5,10.5,
poisoning,s005,4,sim-b00e448d838cf9edf31992e590a732a2,confirmation,5e6d6e4ece1c4769a3cf2f1c1d62d5e6,monitor,32.28,0.9135,behaviour,,processing,152.9,60.2,4.8,0.2,10.3,9.9,34.9
genuine,s007,0,sim-7524a49c569a5a8cc2b2121c16f6d4c2,login,920f3536b77343c4a1fbfa899f6ab78e,allow,5.83,0.4375,behaviour,,,208.8,79.8,4.1,0.1,15.5,59.9,
genuine,s007,0,sim-7524a49c569a5a8cc2b2121c16f6d4c2,payee,e0bd35305513465e904139ac3199643a,allow,12.95,0.5865,behaviour,,,134.0,25.1,4.2,0.1,11.2,9.4,
genuine,s007,0,sim-7524a49c569a5a8cc2b2121c16f6d4c2,amount,77ed38c4a8b54d55bc9fc7f57867269a,allow,17.71,0.8798,behaviour,,,122.1,25.4,4.8,0.2,10.0,10.2,
genuine,s007,0,sim-7524a49c569a5a8cc2b2121c16f6d4c2,confirmation,afc2efa1a521405991deb604150db38a,monitor,28.56,0.9135,behaviour,,processing,145.6,57.3,5.1,0.2,13.1,10.3,28.4
genuine,s007,1,sim-298e38b4e84c21af49ee98463b6075ba,login,684c545837344d0b8394e2b2c179a6a1,allow,3.22,0.4375,automation,,,131.4,23.6,4.1,0.1,9.4,9.9,
genuine,s007,1,sim-298e38b4e84c21af49ee98463b6075ba,payee,ab6cca187f32429792e1e3bdd85abcc9,allow,5.97,0.5865,behaviour,,,140.2,33.3,4.1,0.1,18.2,10.6,
genuine,s007,1,sim-298e38b4e84c21af49ee98463b6075ba,amount,fcf590d6396e43889a91f6d7202e8d41,allow,8.53,0.8798,behaviour,,,124.5,29.4,6.0,0.2,12.4,10.6,
genuine,s007,1,sim-298e38b4e84c21af49ee98463b6075ba,confirmation,a2e037e34b08475f95337d34080809c5,allow,17.01,0.9135,behaviour,,processing,158.7,50.9,4.9,0.2,10.8,10.5,24.3
genuine,s007,2,sim-8dd8cccb75c99693dff1dcd02444be4d,login,ff475e868831400394dcd6a2d48c4722,allow,8.78,0.4375,behaviour,,,115.9,23.4,3.9,0.1,10.5,8.6,
genuine,s007,2,sim-8dd8cccb75c99693dff1dcd02444be4d,payee,ab36efe19051470c8af2de7ad427094e,monitor,23.87,0.5865,behaviour,,,139.6,32.5,4.5,0.1,17.5,10.2,
genuine,s007,2,sim-8dd8cccb75c99693dff1dcd02444be4d,amount,d446cbf76eab48aa959fd7c1c7376d5a,monitor,33.64,0.8798,behaviour,,,120.4,30.9,4.7,0.2,14.9,11.0,
genuine,s007,2,sim-8dd8cccb75c99693dff1dcd02444be4d,confirmation,dddd8b6db6dd4d2fa9bcabde33c9486d,step_up,50.84,0.9135,behaviour,,awaiting_step_up,169.9,56.1,5.0,0.2,10.7,10.1,29.9
genuine,s007,3,sim-6b642b72fce08528521c93b8f3692388,login,dc14ef8c64f949b2bad451d08dbd95e9,allow,7.09,0.4375,behaviour,,,144.6,27.7,4.7,0.1,11.8,10.9,
genuine,s007,3,sim-6b642b72fce08528521c93b8f3692388,payee,9ff71d1d4ef946a581ef07f53cefd4bf,monitor,20.02,0.5865,behaviour,,,122.6,25.5,4.3,0.1,11.5,9.5,
genuine,s007,3,sim-6b642b72fce08528521c93b8f3692388,amount,2c4e7e1182b94b378aa62cb1aacb1c84,monitor,33.07,0.8798,behaviour,,,121.4,24.0,4.5,0.2,9.8,9.4,
genuine,s007,3,sim-6b642b72fce08528521c93b8f3692388,confirmation,aeeb58fdd6cb425ea8ddced6128c7e31,step_up,52.82,0.9135,behaviour,,awaiting_step_up,141.4,51.5,4.7,0.2,12.2,9.3,25.0
genuine,s007,4,sim-5c686a5ef57b1a2c98da2e6ecde8fc57,login,fce7accd036a43c891419a742a1579b5,allow,8.66,0.4375,behaviour,,,115.9,26.6,3.9,0.1,8.7,13.7,
genuine,s007,4,sim-5c686a5ef57b1a2c98da2e6ecde8fc57,payee,ee873930c3d14e7d87d1348b01af4917,monitor,23.47,0.5865,behaviour,,,130.5,26.4,4.1,0.1,12.1,10.0,
genuine,s007,4,sim-5c686a5ef57b1a2c98da2e6ecde8fc57,amount,2e929461740e4c5bb16cc3e4232c026d,allow,7.19,0.8798,behaviour,,,130.6,25.6,4.5,0.2,11.5,9.3,
genuine,s007,4,sim-5c686a5ef57b1a2c98da2e6ecde8fc57,confirmation,b3d5b076dffa4e0db6b913d4c8ccb2c4,allow,13.43,0.9135,behaviour,,processing,180.4,59.4,5.6,0.2,16.5,10.1,26.8
takeover,s007,0,sim-54218c1cfb3b505d3126aa1ef14a0fee,login,214ecbb1ae0b42169dac565fc4b4fec5,monitor,26.65,0.4375,context,,,124.5,24.6,4.0,0.1,9.8,10.4,
takeover,s007,0,sim-54218c1cfb3b505d3126aa1ef14a0fee,payee,8a6dfa8bead24636b7255521fb601cc3,step_up,44.41,0.5865,behaviour,,,133.6,28.7,4.5,0.1,13.1,10.7,
takeover,s007,0,sim-54218c1cfb3b505d3126aa1ef14a0fee,amount,efebd1acc23c48629d8f7bd2e7fb9efa,step_up,99.73,0.8798,transaction,checkpoint,,118.7,31.2,4.7,0.2,16.9,9.2,
takeover,s007,0,sim-54218c1cfb3b505d3126aa1ef14a0fee,confirmation,95733408a0df4fc4b6f38e9fccf5360a,block,99.86,0.9135,transaction,,blocked,170.5,59.1,4.9,0.2,14.5,10.3,29.0
takeover,s007,1,sim-bd3cadc17abad5e58a7ad2333e8d8c74,login,eae90e43fa1240ed949e758b3f3570ea,monitor,28.64,0.4375,context,,,126.8,33.8,3.8,0.1,19.1,10.6,
takeover,s007,1,sim-bd3cadc17abad5e58a7ad2333e8d8c74,payee,258504f4e3034b86a015ee227d28ed13,step_up,47.95,0.5865,behaviour,,,135.4,24.6,4.0,0.1,10.9,9.4,
takeover,s007,1,sim-bd3cadc17abad5e58a7ad2333e8d8c74,amount,7b55eb56db8a4205a642bb6aafcbd6ae,step_up,99.53,0.8798,transaction,checkpoint,,149.0,37.1,6.6,0.2,19.9,10.3,
takeover,s007,1,sim-bd3cadc17abad5e58a7ad2333e8d8c74,confirmation,1fcabb30fec643d6a174a3f73884347b,block,99.72,0.9135,transaction,,blocked,159.1,61.2,4.6,0.2,18.1,10.7,27.4
takeover,s007,2,sim-898ca8c112cf8836d99a6270c88480bc,login,4d4078dcf24b40b3bcd1ce6beae3e019,monitor,34.27,0.4375,context,,,120.8,25.3,4.0,0.1,8.8,12.2,
takeover,s007,2,sim-898ca8c112cf8836d99a6270c88480bc,payee,e5a7290e53364c33bf6fd176f9e58459,step_up,56.2,0.5865,behaviour,,,135.0,35.2,4.1,0.1,9.8,20.9,
takeover,s007,2,sim-898ca8c112cf8836d99a6270c88480bc,amount,be7039c05fca4013a5d3674433cba25b,step_up,99.83,0.8798,transaction,checkpoint,,155.1,32.8,5.1,0.2,17.2,10.2,
takeover,s007,2,sim-898ca8c112cf8836d99a6270c88480bc,confirmation,cb5d56d99e85466483dec9d234810f81,block,99.92,0.9135,behaviour,,blocked,198.8,67.2,4.9,0.2,17.6,15.2,29.0
takeover,s007,3,sim-7f84691fa45a1083ac89809361a4ea16,login,689faad845b94bd7a8c17a89dc184bc1,monitor,35.83,0.4375,context,,,142.8,25.0,4.1,0.1,10.1,10.5,
takeover,s007,3,sim-7f84691fa45a1083ac89809361a4ea16,payee,8a97a8c90f56445c9e814c0ef776785e,step_up,55.56,0.5865,behaviour,,,134.7,27.9,4.3,0.2,13.4,9.9,
takeover,s007,3,sim-7f84691fa45a1083ac89809361a4ea16,amount,08f5f0655ff4440c94e173964b46d141,step_up,99.69,0.8798,transaction,checkpoint,,143.5,31.5,4.5,0.2,17.1,9.5,
takeover,s007,3,sim-7f84691fa45a1083ac89809361a4ea16,confirmation,7e532aea1cde4c1581b55e5283300664,block,99.68,0.9135,transaction,,blocked,168.8,53.2,4.8,0.2,12.7,9.9,25.5
takeover,s007,4,sim-01f96505b17d64392bd0776a4f8518f4,login,eee3e7b514f24a9e927c589cd25af854,monitor,39.81,0.4375,context,,,133.3,23.4,4.0,0.1,8.8,10.4,
takeover,s007,4,sim-01f96505b17d64392bd0776a4f8518f4,payee,715c1406c32749b49d9ed12124aefa6d,step_up,67.39,0.5865,behaviour,friction_ceiling,,122.3,23.9,4.3,0.1,9.8,9.5,
takeover,s007,4,sim-01f96505b17d64392bd0776a4f8518f4,amount,2c5799239bc9437394044dfaed8c9566,step_up,99.86,0.8798,transaction,checkpoint,,118.3,27.4,4.4,0.2,12.7,9.9,
takeover,s007,4,sim-01f96505b17d64392bd0776a4f8518f4,confirmation,dcc57e2a15c54324bd349ebf27f483da,block,99.89,0.9135,behaviour,,blocked,151.5,56.7,4.9,0.2,10.6,10.1,30.8
bot,s007,0,sim-378501486d4e7948d10a5e64afecdbbb,login,f10d1cf5be6045149183062ef7f9c12e,step_up,93.99,0.4375,automation,friction_ceiling,,122.4,31.8,4.2,0.1,17.0,10.3,
bot,s007,0,sim-378501486d4e7948d10a5e64afecdbbb,payee,f0f8a4a446c347a1962ad7de356944dc,step_up,99.87,0.5865,automation,friction_ceiling,,147.9,26.4,4.2,0.1,9.6,12.3,
bot,s007,0,sim-378501486d4e7948d10a5e64afecdbbb,amount,1d11c3f6ee69446287fd2ff16485adf9,step_up,99.95,0.8798,automation,friction_ceiling,,128.5,27.4,5.4,0.1,9.7,11.9,
bot,s007,0,sim-378501486d4e7948d10a5e64afecdbbb,confirmation,d72961ed4b67462d95692088e7a0e1d7,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,154.1,61.5,4.6,0.2,19.3,10.4,26.8
bot,s007,1,sim-2e9de8a61a6e9a601b78d3ba757c27a7,login,4716f69f4e9b46c191cd235ff656695a,step_up,93.99,0.4375,automation,friction_ceiling,,136.8,23.6,4.1,0.1,8.9,10.3,
bot,s007,1,sim-2e9de8a61a6e9a601b78d3ba757c27a7,payee,c9e1ce150d34486688bfd061c23575d5,step_up,99.87,0.5865,automation,friction_ceiling,,141.4,23.8,4.6,0.1,9.5,9.4,
bot,s007,1,sim-2e9de8a61a6e9a601b78d3ba757c27a7,amount,3d242ab4fc04481a83571cc54f368c09,step_up,99.95,0.8798,automation,friction_ceiling,,139.2,24.9,4.7,0.1,9.7,10.2,
bot,s007,1,sim-2e9de8a61a6e9a601b78d3ba757c27a7,confirmation,ea6493403da64098aa59471d0be006f1,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,164.1,51.3,5.1,0.2,10.3,10.6,24.9
bot,s007,2,sim-242978d52ec7f940633fb0bc8a25473c,login,0f23fd355de0491aad2e6e62e171bbfc,step_up,93.99,0.4375,automation,friction_ceiling,,132.2,23.2,4.0,0.1,9.2,9.7,
bot,s007,2,sim-242978d52ec7f940633fb0bc8a25473c,payee,b04bc2fe3d0842fab36daa209260cc64,step_up,99.87,0.5865,automation,friction_ceiling,,127.2,30.5,4.2,0.1,12.5,13.5,
bot,s007,2,sim-242978d52ec7f940633fb0bc8a25473c,amount,c554334f161b4ddba9c315f87c208430,step_up,99.95,0.8798,automation,friction_ceiling,,132.7,38.4,4.7,0.2,19.5,13.8,
bot,s007,2,sim-242978d52ec7f940633fb0bc8a25473c,confirmation,3a34a19b5e1d428daba9a892685293a0,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,159.4,53.7,4.8,0.2,14.9,9.5,24.2
bot,s007,3,sim-7255d9f6672b3a15ede9d8d24bc461e8,login,22274102f2114bc88f540912acbdbf3c,step_up,93.99,0.4375,automation,friction_ceiling,,136.8,22.9,4.0,0.1,9.1,9.4,
bot,s007,3,sim-7255d9f6672b3a15ede9d8d24bc461e8,payee,2b347415614c4e128b124ac2c65d9cdd,step_up,99.87,0.5865,automation,friction_ceiling,,120.5,29.8,4.4,0.1,8.9,16.2,
bot,s007,3,sim-7255d9f6672b3a15ede9d8d24bc461e8,amount,17c6951c85da42cdb538a559bb927155,step_up,99.95,0.8798,automation,friction_ceiling,,133.9,32.9,4.6,0.2,18.5,9.5,
bot,s007,3,sim-7255d9f6672b3a15ede9d8d24bc461e8,confirmation,643a9031ba404abb8f396434fda40465,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,158.2,67.8,4.8,0.2,20.2,9.4,33.0
bot,s007,4,sim-b3d7d9e23d9338b95c7a56f8ee8779fd,login,a065d0aa89f54483a1e0a24014cb4b5c,step_up,93.99,0.4375,automation,friction_ceiling,,144.5,23.4,4.0,0.1,9.5,9.6,
bot,s007,4,sim-b3d7d9e23d9338b95c7a56f8ee8779fd,payee,1402713a0226438cabdc2d64601be5ff,step_up,99.87,0.5865,automation,friction_ceiling,,127.8,24.7,4.3,0.1,10.0,10.1,
bot,s007,4,sim-b3d7d9e23d9338b95c7a56f8ee8779fd,amount,6ab67dbc30774f669903c069a0b18aa2,step_up,99.95,0.8798,automation,friction_ceiling,,135.3,27.8,4.6,0.1,12.3,10.6,
bot,s007,4,sim-b3d7d9e23d9338b95c7a56f8ee8779fd,confirmation,e1ef5ea9257f4e6daeb5d6b2fea2d233,step_up,99.98,0.9135,automation,friction_ceiling,awaiting_step_up,161.0,54.4,5.1,0.2,14.2,9.9,24.8
replay,s007,0,sim-87b9117a087877a30bd6b6222ae3ecd7,login,943bc19e6de6472fb7c868e7be8fc7a9,allow,7.14,0.4375,behaviour,,,119.8,23.7,4.2,0.1,9.8,9.5,
replay,s007,0,sim-87b9117a087877a30bd6b6222ae3ecd7,payee,701d1e5aa63945719414e41026a8ab8c,allow,14.16,0.5865,behaviour,,,133.0,25.1,4.1,0.1,9.8,10.9,
replay,s007,0,sim-87b9117a087877a30bd6b6222ae3ecd7,amount,9955903d627f4d889436951196481b38,monitor,20.52,0.8798,behaviour,,,127.6,24.9,4.5,0.2,9.4,10.5,
replay,s007,0,sim-87b9117a087877a30bd6b6222ae3ecd7,confirmation,f27e6d31981c4132bb485c00441da688,step_up,43.28,0.9135,behaviour,,awaiting_step_up,174.4,63.1,9.4,0.2,16.6,9.2,27.5
replay,s007,1,sim-4a2fca9d7808246ca8022fba1b7363c1,login,823c1de2c4b841d89672c20961269e0a,allow,1.94,0.4375,automation,,,115.0,23.9,4.3,0.1,9.3,10.0,
replay,s007,1,sim-4a2fca9d7808246ca8022fba1b7363c1,payee,370be1850590479591d1e815acb1ac3a,allow,1.0,0.5865,automation,,,127.5,34.4,4.4,0.1,16.3,13.4,
replay,s007,1,sim-4a2fca9d7808246ca8022fba1b7363c1,amount,cb298fd1490146bbacf23d20514b7b39,allow,0.47,0.8798,automation,,,115.9,26.3,5.3,0.2,9.6,11.1,
replay,s007,1,sim-4a2fca9d7808246ca8022fba1b7363c1,confirmation,02dcb55a195f4e4688e8a7f51afca534,allow,0.93,0.9135,automation,,processing,198.8,72.4,4.9,0.2,20.6,12.2,34.3
replay,s007,2,sim-ee4602afe0e1e2f5a3a68401b34f159c,login,9cb506b68ef6469fa93cad3d61446c96,allow,2.17,0.4375,automation,,,129.1,24.0,3.9,0.1,8.9,10.9,
replay,s007,2,sim-ee4602afe0e1e2f5a3a68401b34f159c,payee,29529d4d984441129ba297acedc57831,allow,1.09,0.5865,automation,,,131.1,30.4,4.5,0.1,15.6,10.0,
replay,s007,2,sim-ee4602afe0e1e2f5a3a68401b34f159c,amount,c2664a279ed34a59848341e34427204b,allow,0.74,0.8798,automation,,,120.4,33.0,4.6,0.2,17.3,10.7,
replay,s007,2,sim-ee4602afe0e1e2f5a3a68401b34f159c,confirmation,adf50bec5f6a43ccb8d29af6e3ece7b7,allow,0.41,0.9135,automation,,processing,150.0,54.9,5.0,0.2,9.9,10.4,29.3
replay,s007,3,sim-66510ca49e37da1bd3142e7e82e15cc9,login,77f3ffc2ce3747f19a946901cd966453,allow,2.44,0.4375,automation,,,124.1,31.0,4.1,0.1,15.7,10.9,
replay,s007,3,sim-66510ca49e37da1bd3142e7e82e15cc9,payee,e910c7be38294eaa8451763103af06c7,allow,1.61,0.5865,automation,,,123.6,33.5,4.6,0.1,17.9,10.7,
replay,s007,3,sim-66510ca49e37da1bd3142e7e82e15cc9,amount,df55d227697d4302a0f7f93777a5944b,allow,0.66,0.8798,automation,,,135.7,34.2,5.0,0.2,10.2,18.6,
replay,s007,3,sim-66510ca49e37da1bd3142e7e82e15cc9,confirmation,712ac2a97b024a5f83eeac7b134806f7,allow,0.23,0.9135,behaviour,,processing,174.7,62.6,4.8,0.2,18.6,11.1,27.7
replay,s007,4,sim-f0bd7440c8f3d5c61e876e75894c4d61,login,8ffca9afe0344f4fb7c88f226be8c110,allow,2.07,0.4375,automation,,,150.1,24.7,4.4,0.1,9.7,10.3,
replay,s007,4,sim-f0bd7440c8f3d5c61e876e75894c4d61,payee,47f0729864da4167ba33309b9fae3d1d,allow,0.82,0.5865,automation,,,159.5,36.6,4.7,0.1,21.5,10.1,
replay,s007,4,sim-f0bd7440c8f3d5c61e876e75894c4d61,amount,f9035be9ebd8406099bdd5eca5eda8ba,allow,0.36,0.8798,behaviour,,,140.3,25.8,5.2,0.2,10.8,9.5,
replay,s007,4,sim-f0bd7440c8f3d5c61e876e75894c4d61,confirmation,712f2705ff7d4935a92522622e3ff087,allow,0.29,0.9135,behaviour,,processing,202.7,61.0,6.8,0.2,19.5,10.0,24.3
poisoning,s007,0,sim-5be9fc207710cbb25cf8b86c0e66f0a2,login,bc9e6dfaa1eb4f938fe266b5ddef0572,allow,5.75,0.4375,behaviour,,,210.7,26.2,4.4,0.1,11.3,10.3,
poisoning,s007,0,sim-5be9fc207710cbb25cf8b86c0e66f0a2,payee,5b7e658656ab4b1c97acc429746bcb37,allow,14.49,0.5865,behaviour,,,197.9,30.3,4.7,0.1,14.9,10.4,
poisoning,s007,0,sim-5be9fc207710cbb25cf8b86c0e66f0a2,amount,8bc2ce56d1a6468890c607e8df907c07,monitor,23.99,0.8798,behaviour,,,144.1,36.5,4.8,0.2,21.0,10.4,
poisoning,s007,0,sim-5be9fc207710cbb25cf8b86c0e66f0a2,confirmation,53df8bd89e7b4d94a38bf5e3764252be,monitor,37.43,0.9135,behaviour,,processing,165.9,65.3,4.8,0.2,20.9,9.5,29.6
poisoning,s007,1,sim-24806a0104f4a2f0d26800369dd42e48,login,2f9840a6d6cd421b84f8b0db2bc2e9b0,allow,4.01,0.4375,behaviour,,,132.4,24.8,4.1,0.1,10.1,10.2,
poisoning,s007,1,sim-24806a0104f4a2f0d26800369dd42e48,payee,41fda0c00e2a4c3e9149a38ce6313282,allow,7.54,0.5865,behaviour,,,180.1,32.3,4.6,0.1,17.3,10.1,
poisoning,s007,1,sim-24806a0104f4a2f0d26800369dd42e48,amount,54b315c5a42941109e6090527b3c55d7,allow,8.71,0.8798,behaviour,,,118.9,26.1,4.4,0.2,11.1,10.2,
poisoning,s007,1,sim-24806a0104f4a2f0d26800369dd42e48,confirmation,a374ce2bc33642ecba50600260a28be5,allow,15.7,0.9135,behaviour,,processing,171.0,59.3,5.0,0.2,13.3,15.3,25.3
poisoning,s007,2,sim-3aaad914da500372474eb853f9484559,login,e5f7dd47adba4e2e8da558a7ae7170b8,allow,7.66,0.4375,behaviour,,,142.5,28.6,5.7,0.1,11.7,10.8,
poisoning,s007,2,sim-3aaad914da500372474eb853f9484559,payee,cd09fede8f904ebf97884fcb4c09a968,monitor,20.66,0.5865,behaviour,,,125.2,28.6,4.5,0.1,13.8,10.0,
poisoning,s007,2,sim-3aaad914da500372474eb853f9484559,amount,26f20333849b49daa9dbafe5ec8f965b,monitor,29.54,0.8798,behaviour,,,125.8,32.1,5.1,0.2,11.4,15.2,
poisoning,s007,2,sim-3aaad914da500372474eb853f9484559,confirmation,ec30168bfccb410c951efe820a4c0ace,step_up,50.5,0.9135,behaviour,,awaiting_step_up,162.6,61.5,5.2,0.2,19.7,10.2,26.1
poisoning,s007,3,sim-22460cd5a69874d8f3947c29b5741226,login,3fbfca4fd11b4c45b3ca9fa89bf8c084,allow,7.84,0.4375,behaviour,,,125.8,32.1,4.1,0.1,17.5,10.2,
poisoning,s007,3,sim-22460cd5a69874d8f3947c29b5741226,payee,9f197c027a884ae3bbf710659e57c659,monitor,20.65,0.5865,behaviour,,,140.8,28.8,4.4,0.1,14.1,10.1,
poisoning,s007,3,sim-22460cd5a69874d8f3947c29b5741226,amount,fbb651647cc043be993f32fa90a916fc,monitor,28.44,0.8798,behaviour,,,130.7,39.1,6.2,0.2,18.6,14.0,
poisoning,s007,3,sim-22460cd5a69874d8f3947c29b5741226,confirmation,8bf964d4e842401bb9e7b50ee8fa17f3,monitor,38.76,0.9135,behaviour,,processing,172.4,67.2,6.2,0.2,11.4,14.8,34.4
poisoning,s007,4,sim-ebb1f9faac9f6fbd1bb3e753986c2af4,login,c00d288e88c24956bd5017a70141ac2c,allow,7.41,0.4375,behaviour,,,118.8,24.4,4.0,0.1,10.0,10.1,
poisoning,s007,4,sim-ebb1f9faac9f6fbd1bb3e753986c2af4,payee,d5a3ef93d4c3475eafbfff684139647a,allow,19.85,0.5865,behaviour,,,124.6,36.0,4.3,0.1,20.6,10.7,
poisoning,s007,4,sim-ebb1f9faac9f6fbd1bb3e753986c2af4,amount,d7f9109c26c14a72b5a0af99784f32b2,allow,11.09,0.8798,behaviour,,,135.5,26.9,4.7,0.2,12.1,9.8,
poisoning,s007,4,sim-ebb1f9faac9f6fbd1bb3e753986c2af4,confirmation,37f32adacf2445ea92c716cc1ad736b4,monitor,21.87,0.9135,behaviour,,processing,174.0,75.1,6.6,0.2,26.1,14.6,27.3
genuine,s008,0,sim-4dd0a66b57dd06da94d89e2e7eebf53f,login,7134377c2f7a49cd9fe579271a39919d,allow,7.88,0.4375,behaviour,,,188.4,77.5,4.2,0.1,19.7,53.3,
genuine,s008,0,sim-4dd0a66b57dd06da94d89e2e7eebf53f,payee,5a84245a7211467494b2281bd2e4baed,monitor,27.54,0.5865,behaviour,,,119.8,29.2,4.3,0.1,13.8,10.7,
genuine,s008,0,sim-4dd0a66b57dd06da94d89e2e7eebf53f,amount,c0da1022bdf942c1a9e1a0febe67b33e,step_up,54.05,0.8798,behaviour,,,141.1,37.9,6.5,0.2,20.0,11.0,
genuine,s008,0,sim-4dd0a66b57dd06da94d89e2e7eebf53f,confirmation,bcbd50bf4ad64584902e318ec435074e,step_up,70.72,0.9135,behaviour,friction_ceiling,awaiting_step_up,182.3,59.0,6.7,0.2,16.1,10.9,24.8
genuine,s008,1,sim-937c27d16ee6da1e5bb497e761f667b9,login,6a31c9e9e94243bfb7225099e6a32e84,allow,7.47,0.4375,behaviour,,,136.9,26.0,4.3,0.1,9.3,12.1,
genuine,s008,1,sim-937c27d16ee6da1e5bb497e761f667b9,payee,af187a6d8b764f209ab4c7133635f6bb,allow,17.06,0.5865,behaviour,,,122.3,26.5,4.1,0.1,11.5,10.7,
genuine,s008,1,sim-937c27d16ee6da1e5bb497e761f667b9,amount,a37e09f2843541cb9121245ca18d965a,allow,15.46,0.8798,behaviour,,,137.0,25.6,4.6,0.2,10.0,10.5,
genuine,s008,1,sim-937c27d16ee6da1e5bb497e761f667b9,confirmation,517b6f8bf07345a9bc2a9d2cf6ef908e,monitor,29.92,0.9135,behaviour,,processing,159.4,67.8,4.6,0.2,22.5,10.1,30.2
genuine,s008,2,sim-c30f988ca7223f263b1e9872d73a19db,login,231df8b0ce694371a9452a27f218a806,allow,9.53,0.4375,behaviour,,,137.8,31.4,4.1,0.1,15.1,11.9,
genuine,s008,2,sim-c30f988ca7223f263b1e9872d73a19db,payee,8efe27600d2d4f5f8122d475f8ccdffa,monitor,29.94,0.5865,behaviour,,,119.8,30.8,4.3,0.1,12.4,13.8,
genuine,s008,2,sim-c30f988ca7223f263b1e9872d73a19db,amount,a38a25350b9845b0bb763b2bfb094418,step_up,54.36,0.8798,behaviour,,,116.1,27.1,4.6,0.2,12.1,10.0,
genuine,s008,2,sim-c30f988ca7223f263b1e9872d73a19db,confirmation,d909100788b44f8b864ac2bf610d1d89,step_up,77.29,0.9135,behaviour,friction_ceiling,awaiting_step_up,153.8,67.9,4.7,0.2,20.1,13.4,29.3
genuine,s008,3,sim-3cc7b324456315585ec0e443bb85aca5,login,b8a560227d004b988ddf395203a5dbb4,allow,9.53,0.4375,behaviour,,,127.9,35.3,6.1,0.1,16.6,12.3,
genuine,s008,3,sim-3cc7b324456315585ec0e443bb85aca5,payee,c922130bb34546afa14f51990ce4e7b9,monitor,29.94,0.5865,behaviour,,,136.7,34.9,4.2,0.1,20.2,10.1,
genuine,s008,3,sim-3cc7b324456315585ec0e443bb85aca5,amount,cfc517cac89b47bab82b4934b56d874d,step_up,45.31,0.8798,behaviour,,,141.2,27.7,4.6,0.2,12.3,10.5,
genuine,s008,3,sim-3cc7b324456315585ec0e443bb85aca5,confirmation,615bb1ee7bf84850ace85ad9ccbbe25c,step_up,40.74,0.9135,behaviour,,awaiting_step_up,153.3,55.3,4.8,0.2,10.6,10.9,28.6
genuine,s008,4,sim-121bca828a547e6aa369796d7176d662,login,4c9c9fc10afe465a9f5bb7f08c326b26,allow,9.53,0.4375,behaviour,,,136.5,30.1,5.5,0.1,9.2,15.1,
genuine,s008,4,sim-121bca828a547e6aa369796d7176d662,payee,92552cf65c5e45b3815f55af53db3998,monitor,29.94,0.5865,behaviour,,,133.5,28.9,4.5,0.1,10.5,13.6,
genuine,s008,4,sim-121bca828a547e6aa369796d7176d662,amount,b455d7c05216453a80cb5430a131ab9d,step_up,50.83,0.8798,behaviour,,,119.4,33.0,4.6,0.2,13.0,15.1,
genuine,s008,4,sim-121bca828a547e6aa369796d7176d662,confirmation,0ab1785ccf2b4993884d6535ce96da3f,step_up,54.7,0.9135,behaviour,,awaiting_step_up,162.8,65.3,5.2,0.2,21.4,11.6,26.8
takeover,s008,0,sim-aa046d56127eaf94fd4288dac916e18f,login,6920e9a68a7d49059ffda6b9c6319fa1,step_up,43.78,0.4375,behaviour,,,124.9,33.9,4.0,0.1,9.3,20.2,
takeover,s008,0,sim-aa046d56127eaf94fd4288dac916e18f,payee,c85e7716bef94e3aad50a7f1a673e926,step_up,75.95,0.5865,behaviour,friction_ceiling,,125.7,26.7,4.2,0.1,11.9,10.3,
takeover,s008,0,sim-aa046d56127eaf94fd4288dac916e18f,amount,683a9a3101ac4cf980822a39dbbff3ac,step_up,99.96,0.8798,behaviour,checkpoint,,144.5,24.7,4.5,0.2,9.8,9.9,
